	Length
AT3G30310.1	342
AT3G30320	2088
AT3G30330.1	5037
AT3G30335.1	3615
AT3G30340	1249
AT3G30345	73
AT3G30350	776
AT3G30360.1	378
AT3G30370	540
AT3G30380	1558
AT3G30383	348
AT3G30384	350
AT3G30385	348
AT3G30386	348
AT3G30387	348
AT3G30388	345
AT3G30390	2048
AT3G30391	105
AT3G30393.1	4752
AT3G30396.1	2481
AT3G30400.1	2563
AT3G30405.1	5601
AT3G30410.1	1733
AT3G30411.1	5073
AT3G30413.1	4969
AT3G30415	1982
AT3G30416.1	5515
AT3G30418.1	5434
AT3G30420.1	2514
AT3G30430	345
AT3G30433.1	3040
AT3G30436.1	1796
AT3G30440.1	1806
AT3G30450.1	2403
AT3G30455.1	1901
AT3G30456	168
AT3G30460	667
AT3G30465.1	5059
AT3G30470.1	426
AT3G30480.1	471
AT3G30490.1	435
AT3G30500.1	774
AT3G30505.1	2017
AT3G30510.1	99
AT3G30520	1194
AT3G30530	522
AT3G30540	1017
AT3G30550.1	1530
AT3G30560.1	4422
AT3G30570.1	4256
AT3G30580	387
AT3G30582.1	4696
AT3G30585.1	1404
AT3G30587.1	2664
AT3G30590.1	405
AT3G30600.1	450
AT3G30610.1	339
AT3G30620.1	1293
AT3G30630.1	2691
AT3G30640.1	1986
AT3G30645.1	450
AT3G30650.1	369
AT3G30655.1	3019
AT3G30660.1	234
AT3G30663.1	1338
AT3G30665.1	914
AT3G30668.1	8698
AT3G30670.1	402
AT3G30680.1	3903
AT3G30685.1	1837
AT3G30690.1	621
AT3G30695.1	6064
AT3G30700.1	621
AT3G30703.1	1740
AT3G30705	108
AT3G30708.1	4217
AT3G30709.1	668
AT3G30710.1	1572
AT3G30711.1	2896
AT3G30712.1	390
AT3G30713.1	3310
AT3G30714	393
AT3G30715.1	1279
AT3G30716.1	6998
AT3G30717.1	2799
AT3G30718.1	3401
AT3G30719.1	855
AT3G30720	586
AT3G30721.1	2337
AT3G30722.1	1785
AT3G30724.1	509
AT3G30725	336
AT3G30727.1	1841
AT3G30730	204
AT3G30733	296
AT3G30737.1	4407
AT3G30740	217
AT3G30742.1	1475
AT3G30743.1	3467
AT3G30744.1	1301
AT3G30745.1	4104
AT3G30746.1	2289
AT3G30747.1	3179
AT3G30748.1	2422
AT3G30749.1	8989
AT3G30750.1	336
AT3G30751.1	405
AT3G30755.1	489
AT3G30760.1	402
AT3G30763.1	3199
AT3G30764.1	2272
AT3G30765.1	1790
AT3G30766.1	564
AT3G30767.1	1317
AT3G30768	135
AT3G30769	123
AT3G30770	1812
AT3G30775	1866
AT3G30778	120
AT3G30780.1	2193
AT3G30790.1	3922
AT3G30800.1	1741
AT3G30802.1	4846
AT3G30803.1	1926
AT3G30805	501
AT3G30810.1	2376
AT3G30811.1	4097
AT3G30812	180
AT3G30813	583
AT3G30814.1	3604
AT3G30815.1	1377
AT3G30816.1	1029
AT3G30817	301
AT3G30818.1	1053
AT3G30819.1	4837
AT3G30820	1218
AT3G30821.1	4380
AT3G30825.1	3527
AT3G30827.1	1062
AT3G30830.1	1986
AT3G30831.1	3768
AT3G30832.1	1590
AT3G30833.1	4498
AT3G30834.1	1562
AT3G30835	830
AT3G30836.1	3501
AT3G30837.1	2824
AT3G30838.1	5902
AT3G30839.1	963
AT3G30840	177
AT3G30841	1722
AT3G30842	4221
AT3G30843.1	933
AT3G30844.1	3468
AT3G30845	318
AT3G30846.1	4369
AT3G30847	515
AT3G30848.1	471
AT3G30849	102
AT3G30852.1	1798
AT3G30859.1	804
AT3G30867	1381
AT3G30875	6698
AT3G30885	800
AT3G31005	398
AT3G31023.1	3297
AT3G31051	144
AT3G31068	123
AT3G31161	224
AT3G31300.1	192
AT3G31310.1	876
AT3G31312.1	1079
AT3G31314.1	1496
AT3G31317.1	5283
AT3G31320.1	984
AT3G31330.1	243
AT3G31340.1	2679
AT3G31350	501
AT3G31355.1	717
AT3G31356.1	3179
AT3G31357.1	619
AT3G31358.1	2123
AT3G31359.1	5943
AT3G31360.1	1011
AT3G31365.1	3843
AT3G31367.1	2778
AT3G31370.1	819
AT3G31373.1	2533
AT3G31374.1	1496
AT3G31375.1	4039
AT3G31377.1	1376
AT3G31380.1	935
AT3G31390.1	1419
AT3G31395.1	3584
AT3G31400	210
AT3G31401	132
AT3G31402	1182
AT3G31403.1	2077
AT3G31406.1	510
AT3G31410.1	948
AT3G31420.1	4104
AT3G31422.1	2127
AT3G31425	1815
AT3G31430	1011
AT3G31440.1	5768
AT3G31442.1	886
AT3G31450.1	2337
AT3G31460.1	660
AT3G31470.1	2082
AT3G31475.1	1056
AT3G31490.1	2011
AT3G31500.1	2044
AT3G31510	2305
AT3G31530.1	4741
AT3G31540.1	2100
AT3G31630.1	7288
AT3G31720.1	2187
AT3G31810.1	1327
AT3G31900	1182
AT3G31902	345
AT3G31903	331
AT3G31904.1	6437
AT3G31905.1	2297
AT3G31906	1567
AT3G31908	1114
AT3G31909.1	1267
AT3G31910	1580
AT3G31915.1	720
AT3G31920.1	6521
AT3G31930.1	495
AT3G31935.1	5068
AT3G31940.1	627
AT3G31945.1	6811
AT3G31950	1524
AT3G31955.1	336
AT3G31960	565
AT3G31970.1	4571
AT3G31980.1	3300
AT3G31990.1	1353
AT3G31993.1	1113
AT3G31996.1	303
AT3G32000.1	2739
AT3G32010.1	1812
AT3G32020.2	609
AT3G32021.1	4018
AT3G32022.1	4703
AT3G32023.1	1137
AT3G32024.1	1264
AT3G32026.1	1325
AT3G32027.1	1353
AT3G32028.1	2370
AT3G32029.1	1533
AT3G32030	1815
AT3G32031.1	1936
AT3G32032.1	1797
AT3G32033.1	2430
AT3G32035.1	746
AT3G32036	114
AT3G32040	1232
AT3G32043.1	5189
AT3G32047	1509
AT3G32050	528
AT3G32052	165
AT3G32060.1	1658
AT3G32070.1	399
AT3G32080.1	1113
AT3G32090	549
AT3G32091.1	7464
AT3G32092.1	3858
AT3G32093.1	655
AT3G32095.1	1477
AT3G32100	240
AT3G32110.1	6000
AT3G32112.1	3617
AT3G32115.1	4681
AT3G32116.1	2190
AT3G32118.1	2041
AT3G32120	279
AT3G32130	645
AT3G32135.1	2349
AT3G32140.1	525
AT3G32150	726
AT3G32160	447
AT3G32164.1	5319
AT3G32168.1	2782
AT3G32172.1	1116
AT3G32176.1	325
AT3G32180	308
AT3G32190	1077
AT3G32195.1	4765
AT3G32200	447
AT3G32205.1	3677
AT3G32210.1	1659
AT3G32220.1	513
AT3G32223.1	2011
AT3G32226.1	3722
AT3G32230.1	5038
AT3G32240.1	2481
AT3G32250.1	2712
AT3G32260	930
AT3G32270.1	630
AT3G32275.1	1683
AT3G32280	1425
AT3G32290.1	2056
AT3G32295.1	3258
AT3G32300.1	2091
AT3G32305.1	3178
AT3G32310	529
AT3G32313	311
AT3G32316	873
AT3G32320.1	4669
AT3G32330	984
AT3G32340.1	2667
AT3G32360.1	5185
AT3G32370	636
AT3G32371	453
AT3G32373.1	4907
AT3G32375	1736
AT3G32377	1767
AT3G32383.1	3867
AT3G32385.1	4628
AT3G32387	1977
AT3G32389.1	4563
AT3G32391.1	1921
AT3G32393.1	5641
AT3G32394.1	570
AT3G32395.1	930
AT3G32397.1	2514
AT3G32400	1467
AT3G32405.1	5926
AT3G32410	699
AT3G32415.1	3880
AT3G32425.1	2881
AT3G32435.1	561
AT3G32445	2281
AT3G32455.1	1164
AT3G32465.1	123
AT3G32475.1	2801
AT3G32677.1	2279
AT3G32880.1	1512
AT3G32890.1	2785
AT3G32893.1	1662
AT3G32894.1	5467
AT3G32895.1	4527
AT3G32896	483
AT3G32897.1	1860
AT3G32898.1	702
AT3G32899.1	6099
AT3G32900.1	1965
AT3G32901.1	1948
AT3G32902.1	363
AT3G32903.1	378
AT3G32904	993
AT3G32905	258
AT3G32910.1	1134
AT3G32912.1	1236
AT3G32914.1	5879
AT3G32917.1	2973
AT3G32920	1033
AT3G32925.1	1652
AT3G32930	972
AT3G32940	2125
AT3G32950.1	3268
AT3G32960	645
AT3G32962.1	541
AT3G32964.1	3604
AT3G32966.1	3225
AT3G32968.1	1732
AT3G32970.1	1082
AT3G32975.1	2903
AT3G32980	1414
AT3G32990	2529
AT3G33000	775
AT3G33002	710
AT3G33004	2536
AT3G33005.1	2531
AT3G33006.1	2692
AT3G33008.1	414
AT3G33009.1	4244
AT3G33010.1	3026
AT3G33011.1	3193
AT3G33025	1086
AT3G33030.1	1092
AT3G33035.1	3435
AT3G33045.1	1190
AT3G33055.1	2828
AT3G33058.1	4349
AT3G33064.1	269
AT3G33065.1	670
AT3G33066.1	4800
AT3G33067.1	1730
AT3G33069.1	2781
AT3G33070.1	4010
AT3G33071.1	2736
AT3G33072.1	2537
AT3G33073.1	540
AT3G33074.1	604
AT3G33075.1	559
AT3G33076.1	4719
AT3G33077.1	2725
AT3G33079.1	2261
AT3G33080.1	301
AT3G33081.1	1992
AT3G33082.1	499
AT3G33083.1	2530
AT3G33084.1	5027
AT3G33085.1	1022
AT3G33091.1	2021
AT3G33094.1	165
AT3G33097.1	2034
AT3G33100.1	2580
AT3G33103	814
AT3G33106.1	2751
AT3G33109.1	1664
AT3G33112.1	2640
AT3G33115.1	5356
AT3G33118.1	2192
AT3G33121.1	1724
AT3G33124.1	5038
AT3G33127.1	2061
AT3G33130.1	3498
AT3G33131.1	345
AT3G33133.1	3811
AT3G33136.1	5681
AT3G33139.1	2033
AT3G33142.1	3721
AT3G33145.1	618
AT3G33148.1	2724
AT3G33151.1	3085
AT3G33154.1	3432
AT3G33157.1	2324
AT3G33160.1	1812
AT3G33163.1	1354
AT3G33166.1	2476
AT3G33169.1	3837
AT3G33172.1	2429
AT3G33175.1	1985
AT3G33178.1	6461
AT3G33181.1	3619
AT3G33185.1	1326
AT3G33187	267
AT3G33189.1	952
AT3G33193.1	5289
AT3G33197.1	3120
AT3G33201.1	4139
AT3G33205	2239
AT3G33215.1	1207
AT3G33225.1	2843
AT3G33230.1	465
AT3G33235.1	2592
AT3G33293	438
AT3G33377.1	1871
AT3G33393	354
AT3G33448.1	390
AT3G33494	597
AT3G33520	1474
AT3G33528	765
AT3G33530	4455
AT3G33537.1	3758
AT3G33545.1	1083
AT3G33555.1	823
AT3G33565.1	3742
AT3G33570.1	1637
AT3G33572.1	393
AT3G33575.1	3525
AT3G33585.1	2239
AT3G33595.1	6618
AT3G34299.1	1629
AT3G35003.1	555
AT3G35707.1	1483
AT3G36411.1	549
AT3G36659	795
AT3G37820.1	4889
AT3G38525.1	2019
AT3G39230.1	2811
AT3G39935.1	1472
AT3G40640.1	474
AT3G41345.1	637
AT3G41761	162
AT3G41762	560
AT3G41768	1808
AT3G41979	164
AT3G42047	626
AT3G42050	1900
AT3G42052.1	7144
AT3G42054.1	1927
AT3G42057.1	3963
AT3G42060	2139
AT3G42065.1	1994
AT3G42070.1	693
AT3G42080.1	486
AT3G42083.1	1512
AT3G42086.1	5020
AT3G42090.1	114
AT3G42100.1	5259
AT3G42110.1	1347
AT3G42115.1	4083
AT3G42120.1	1230
AT3G42130	198
AT3G42140	822
AT3G42148	108
AT3G42150	779
AT3G42155	501
AT3G42160	462
AT3G42170	2452
AT3G42174.1	3948
AT3G42178.1	5661
AT3G42179.1	489
AT3G42180	1831
AT3G42181.1	219
AT3G42182.1	3957
AT3G42186.1	2571
AT3G42190.1	2088
AT3G42200.1	405
AT3G42203.1	2931
AT3G42206.1	1664
AT3G42220.1	3705
AT3G42230.1	2854
AT3G42233.1	1681
AT3G42236.1	2691
AT3G42240.1	447
AT3G42245.1	1882
AT3G42250.1	303
AT3G42251.1	717
AT3G42252.1	1614
AT3G42253.1	1402
AT3G42254.1	315
AT3G42255.1	3381
AT3G42256.1	9166
AT3G42257.1	1578
AT3G42258.1	2257
AT3G42260.1	1407
AT3G42270.1	3046
AT3G42280.1	1145
AT3G42290.1	1389
AT3G42300.1	804
AT3G42305.1	2783
AT3G42310	246
AT3G42313.1	3852
AT3G42316.1	1526
AT3G42320.1	1626
AT3G42330.1	393
AT3G42340.1	735
AT3G42350.1	420
AT3G42353.1	486
AT3G42356.1	873
AT3G42360.1	1320
AT3G42380	234
AT3G42383.1	3903
AT3G42385	261
AT3G42386.1	4701
AT3G42390	381
AT3G42400.1	1230
AT3G42410.1	1425
AT3G42420.1	6255
AT3G42430.1	513
AT3G42431.1	7224
AT3G42432.1	1563
AT3G42433.1	2103
AT3G42434.1	5199
AT3G42436.1	1208
AT3G42438.1	2475
AT3G42440.1	411
AT3G42445.1	2320
AT3G42450.1	762
AT3G42460.1	609
AT3G42466	789
AT3G42470.1	5193
AT3G42471.1	3177
AT3G42472.1	881
AT3G42473	363
AT3G42474.1	481
AT3G42475	123
AT3G42476.1	658
AT3G42478.1	2730
AT3G42480.1	417
AT3G42490.1	804
AT3G42500.1	423
AT3G42510.1	393
AT3G42520.1	441
AT3G42530.1	2670
AT3G42535.1	1803
AT3G42540.1	627
AT3G42542	246
AT3G42545.1	5658
AT3G42550	1293
AT3G42553.1	4086
AT3G42556.1	342
AT3G42557	354
AT3G42560	297
AT3G42565	360
AT3G42570	453
AT3G42580.1	2712
AT3G42590.1	693
AT3G42600.1	660
AT3G42610.1	609
AT3G42620.1	447
AT3G42621.1	1671
AT3G42622.1	4557
AT3G42624.1	1887
AT3G42626.1	2562
AT3G42628	138
AT3G42630	1534
AT3G42640	2995
AT3G42645.1	4209
AT3G42646	449
AT3G42650.1	2111
AT3G42653.1	2754
AT3G42656.1	762
AT3G42658.1	895
AT3G42660	2862
AT3G42670	3879
AT3G42680.1	339
AT3G42690.1	3030
AT3G42700.1	663
AT3G42710.1	699
AT3G42711.1	1032
AT3G42712.1	2163
AT3G42713.1	1248
AT3G42714.1	300
AT3G42715.1	2703
AT3G42716.1	1925
AT3G42717.1	5742
AT3G42718.1	2037
AT3G42719.1	666
AT3G42720.1	2625
AT3G42721.1	3883
AT3G42722	243
AT3G42723	2457
AT3G42724	1247
AT3G42725	808
AT3G42726.1	288
AT3G42727.1	2166
AT3G42728	120
AT3G42730.1	3945
AT3G42740.1	693
AT3G42750.1	570
AT3G42760.1	714
AT3G42763.1	2847
AT3G42766.1	3905
AT3G42770	1599
AT3G42780	531
AT3G42783.1	3462
AT3G42786	780
AT3G42790	1086
AT3G42791.1	2874
AT3G42792.1	815
AT3G42794.1	3395
AT3G42796.1	765
AT3G42798.1	1042
AT3G42800	1563
AT3G42803.1	1620
AT3G42806.1	4660
AT3G42810.1	465
AT3G42820.1	2721
AT3G42830	348
AT3G42835.1	303
AT3G42836.1	2679
AT3G42837.1	2538
AT3G42850	2895
AT3G42860	1459
AT3G42870	939
AT3G42875.1	1239
AT3G42880	1902
AT3G42883.1	2751
AT3G42886.1	3461
AT3G42890.1	2133
AT3G42900.1	2050
AT3G42910.1	1950
AT3G42913.1	2889
AT3G42916.1	2132
AT3G42920.1	426
AT3G42922.1	519
AT3G42924.1	914
AT3G42927.1	2547
AT3G42930.1	1229
AT3G42935.1	2305
AT3G42940	582
AT3G42945.1	2707
AT3G42950	1969
AT3G42960	888
AT3G42970	261
AT3G42980.1	912
AT3G42990	390
AT3G42993.1	5414
AT3G42996.1	4326
AT3G43000.1	2249
AT3G43005.1	618
AT3G43020.1	5007
AT3G43025.1	690
AT3G43040.1	1008
AT3G43050.1	2048
AT3G43060.1	2469
AT3G43070.1	2201
AT3G43080.1	2726
AT3G43083	237
AT3G43090.1	1477
AT3G43095.1	1401
AT3G43100.1	810
AT3G43110	857
AT3G43120	849
AT3G43123.1	519
AT3G43126.1	3741
AT3G43128.1	2145
AT3G43130.1	1648
AT3G43140.1	300
AT3G43141.1	2700
AT3G43142.1	3156
AT3G43144.1	5373
AT3G43146.1	2163
AT3G43147.1	612
AT3G43148	2022
AT3G43150	672
AT3G43151.1	1313
AT3G43152.1	2550
AT3G43153	510
AT3G43154.1	1317
AT3G43156.1	1881
AT3G43157.1	1422
AT3G43158.1	1182
AT3G43160	888
AT3G43170	402
AT3G43175.1	3621
AT3G43180	576
AT3G43190	2764
AT3G43200	825
AT3G43205.1	405
AT3G43210	3193
AT3G43220	3126
AT3G43230	1864
AT3G43240	2642
AT3G43250	750
AT3G43251	378
AT3G43260	810
AT3G43270	2197
AT3G43280	474
AT3G43290	414
AT3G43291	165
AT3G43300	5746
AT3G43302.1	4123
AT3G43303.1	396
AT3G43304.1	8751
AT3G43307.1	2969
AT3G43310	2448
AT3G43315.1	3207
AT3G43320.1	1533
AT3G43330.1	1470
AT3G43340	225
AT3G43350.1	2493
AT3G43352.1	276
AT3G43355.1	2021
AT3G43356.1	1792
AT3G43357.1	5235
AT3G43358.1	3168
AT3G43359.1	1053
AT3G43360.1	2028
AT3G43370.1	708
AT3G43380.1	648
AT3G43390.1	3342
AT3G43400	642
AT3G43402	93
AT3G43410	369
AT3G43420	365
AT3G43425.1	4299
AT3G43430	770
AT3G43431	138
AT3G43432	308
AT3G43433.1	1121
AT3G43436.1	3651
AT3G43440	1076
AT3G43442.1	2123
AT3G43444.1	4041
AT3G43447.1	1686
AT3G43450.1	669
AT3G43460.1	2109
AT3G43470	1377
AT3G43480	486
AT3G43485.1	2072
AT3G43490	783
AT3G43500	462
AT3G43505	231
AT3G43510.1	1507
AT3G43520	997
AT3G43521.1	723
AT3G43522.1	369
AT3G43523.1	2251
AT3G43524.1	471
AT3G43526.1	2334
AT3G43528.1	246
AT3G43530.1	1848
AT3G43540	1432
AT3G43546.1	6419
AT3G43550	1054
AT3G43563.1	1932
AT3G43566.1	5265
AT3G43570	963
AT3G43571.1	1419
AT3G43572	213
AT3G43573.1	4701
AT3G43574	210
AT3G43575.1	4332
AT3G43580	1464
AT3G43583	303
AT3G43586.1	1634
AT3G43590	2107
AT3G43600	4268
AT3G43610	3876
AT3G43620.1	666
AT3G43622.1	2970
AT3G43623	132
AT3G43625.1	6308
AT3G43630	603
AT3G43635.1	4758
AT3G43640.1	1483
AT3G43650.1	1329
AT3G43652.1	2802
AT3G43654.1	4356
AT3G43657.1	630
AT3G43660	824
AT3G43670	2276
AT3G43675.1	3631
AT3G43680.1	1620
AT3G43681.1	5538
AT3G43682	453
AT3G43684.1	1024
AT3G43686.1	3228
AT3G43688.1	5128
AT3G43690.1	2620
AT3G43700	1713
AT3G43710	1137
AT3G43715.1	741
AT3G43720	795
AT3G43722	96
AT3G43723.1	4518
AT3G43726.1	756
AT3G43730.1	3030
AT3G43740	1036
AT3G43750	1041
AT3G43760.1	843
AT3G43770.1	264
AT3G43780.1	1731
AT3G43790	1935
AT3G43800	895
AT3G43810	803
AT3G43820	1254
AT3G43825.1	4482
AT3G43826	756
AT3G43828.1	627
AT3G43829	147
AT3G43830.1	990
AT3G43832	582
AT3G43833	974
AT3G43835.1	5250
AT3G43840	255
AT3G43850	813
AT3G43860	2001
AT3G43862.1	1746
AT3G43863.1	756
AT3G43864.1	2736
AT3G43867.1	4641
AT3G43870	564
AT3G43880	264
AT3G43890	1986
AT3G43900	255
AT3G43910	588
AT3G43920	4772
AT3G43930	1790
AT3G43940	609
AT3G43950	654
AT3G43955.1	4728
AT3G43960	1227
AT3G43970	369
AT3G43980	400
AT3G43990	1143
AT3G44000.1	1513
AT3G44005	600
AT3G44006	180
AT3G44010	483
AT3G44020	659
AT3G44030	2956
AT3G44035.1	2220
AT3G44042.1	982
AT3G44045.1	612
AT3G44050	3861
AT3G44060	1284
AT3G44070	831
AT3G44080	1164
AT3G44090	1350
AT3G44091	120
AT3G44093.1	4420
AT3G44096.1	3799
AT3G44100	619
AT3G44110	1781
AT3G44115	452
AT3G44117	349
AT3G44120	1419
AT3G44130	942
AT3G44140	216
AT3G44150	891
AT3G44160	1586
AT3G44170	468
AT3G44171	156
AT3G44175.1	1761
AT3G44180	609
AT3G44190	1517
AT3G44200	3328
AT3G44205.1	2301
AT3G44210	432
AT3G44212	204
AT3G44215.1	4452
AT3G44220	790
AT3G44230	615
AT3G44235	600
AT3G44240	720
AT3G44245	1581
AT3G44250	1500
AT3G44260	1040
AT3G44261	129
AT3G44262	208
AT3G44264.1	1434
AT3G44267.1	1451
AT3G44270.1	1136
AT3G44274	504
AT3G44280	766
AT3G44290	1172
AT3G44300	1423
AT3G44310	1389
AT3G44320	1399
AT3G44325.1	3351
AT3G44326	1240
AT3G44330	2071
AT3G44340	3803
AT3G44350	726
AT3G44370	1908
AT3G44380	698
AT3G44390.1	282
AT3G44400	3687
AT3G44410	720
AT3G44420.2	548
AT3G44425.1	2655
AT3G44428	333
AT3G44430	1494
AT3G44440	225
AT3G44444	189
AT3G44450	583
AT3G44460	1232
AT3G44470.1	408
AT3G44470.2	607
AT3G44480	4038
AT3G44490	690
AT3G44500.1	2418
AT3G44510	1190
AT3G44516	547
AT3G44530	3820
AT3G44540	1725
AT3G44550	1671
AT3G44560	1532
AT3G44570	922
AT3G44580	492
AT3G44590	684
AT3G44600	2390
AT3G44605.1	5010
AT3G44610	1561
AT3G44620	1229
AT3G44630	4417
AT3G44640.1	1134
AT3G44650.1	2316
AT3G44660	429
AT3G44670	4149
AT3G44680	1696
AT3G44690	3531
AT3G44700	1107
AT3G44704	156
AT3G44705.1	5254
AT3G44710	1702
AT3G44713	1881
AT3G44716	844
AT3G44717	483
AT3G44718	204
AT3G44720	1693
AT3G44730	3607
AT3G44735	566
AT3G44740	1224
AT3G44750	1066
AT3G44755	450
AT3G44757	501
AT3G44760	1057
AT3G44765	895
AT3G44770	1917
AT3G44780	647
AT3G44783	123
AT3G44784	177
AT3G44785	228
AT3G44790	975
AT3G44793.1	999
AT3G44796.1	4845
AT3G44798	720
AT3G44800	1695
AT3G44805	747
AT3G44810	1347
AT3G44820	2649
AT3G44830	1998
AT3G44840	1047
AT3G44850	1605
AT3G44860	1234
AT3G44870	1198
AT3G44880	1985
AT3G44890	920
AT3G44900	2454
AT3G44910	2313
AT3G44920	2352
AT3G44930	2352
AT3G44935	333
AT3G44940	1412
AT3G44950	219
AT3G44955	72
AT3G44960	624
AT3G44970	1440
AT3G44980	513
AT3G44990	1273
AT3G45000	715
AT3G45010	1715
AT3G45020	687
AT3G45030	676
AT3G45040	1900
AT3G45050	1035
AT3G45060	1835
AT3G45070	1067
AT3G45080	999
AT3G45090	2535
AT3G45093	243
AT3G45095.1	4345
AT3G45100	1965
AT3G45110	363
AT3G45120.1	321
AT3G45130	2552
AT3G45140	2837
AT3G45150	498
AT3G45160	549
AT3G45170	688
AT3G45180	222
AT3G45190	2808
AT3G45200	903
AT3G45210	698
AT3G45220	1182
AT3G45230	777
AT3G45240	2257
AT3G45242	1945
AT3G45243	351
AT3G45245	351
AT3G45248	345
AT3G45250.1	426
AT3G45252	291
AT3G45253.1	5332
AT3G45256.1	1134
AT3G45260	1885
AT3G45270.1	2241
AT3G45275	345
AT3G45280	872
AT3G45285	336
AT3G45290	1587
AT3G45300	2886
AT3G45310	1445
AT3G45320	501
AT3G45330	2049
AT3G45340.1	2364
AT3G45350.1	876
AT3G45360.1	381
AT3G45370.1	675
AT3G45380.1	2073
AT3G45390	1815
AT3G45400	1627
AT3G45410	2115
AT3G45420	2004
AT3G45430	2025
AT3G45440	2010
AT3G45443	998
AT3G45446.1	2086
AT3G45450	1026
AT3G45460	1416
AT3G45470	669
AT3G45480	1208
AT3G45490	795
AT3G45500	606
AT3G45510	774
AT3G45520.1	4092
AT3G45525	354
AT3G45530	2110
AT3G45540	1047
AT3G45550.1	2556
AT3G45555	642
AT3G45560	1512
AT3G45570	939
AT3G45577	847
AT3G45580	1227
AT3G45590	1003
AT3G45600	1173
AT3G45610	1072
AT3G45620	1747
AT3G45630	3555
AT3G45638	1076
AT3G45640	1483
AT3G45650	1677
AT3G45660	1674
AT3G45670	1140
AT3G45673	183
AT3G45680	1861
AT3G45690	1551
AT3G45700	1829
AT3G45710	1877
AT3G45720	1668
AT3G45730	603
AT3G45740	1454
AT3G45750	2586
AT3G45755.1	891
AT3G45760	1717
AT3G45770	1405
AT3G45775.1	4440
AT3G45780	3405
AT3G45790	1131
AT3G45800	1773
AT3G45810	2739
AT3G45820	339
AT3G45830	4174
AT3G45840	1802
AT3G45850	3675
AT3G45851	105
AT3G45860	2031
AT3G45870	1290
AT3G45880	1983
AT3G45890	2054
AT3G45900	1433
AT3G45910	603
AT3G45920	709
AT3G45930	561
AT3G45935	74
AT3G45940	2607
AT3G45950	1158
AT3G45955	74
AT3G45960	1061
AT3G45965	74
AT3G45970	989
AT3G45980	727
AT3G45990	402
AT3G46000	883
AT3G46010	911
AT3G46020	576
AT3G46030	684
AT3G46040	743
AT3G46050	1113
AT3G46060	1248
AT3G46070	513
AT3G46080	495
AT3G46086	117
AT3G46090	635
AT3G46100	1660
AT3G46110	1435
AT3G46120	1167
AT3G46130	995
AT3G46140	1131
AT3G46150	429
AT3G46160	1182
AT3G46170	867
AT3G46180	1383
AT3G46183.1	4578
AT3G46186	378
AT3G46190	876
AT3G46200	1140
AT3G46206	120
AT3G46210	1347
AT3G46220	2772
AT3G46230	724
AT3G46240	1305
AT3G46250	2306
AT3G46260	1305
AT3G46270	1673
AT3G46280	1619
AT3G46290	3032
AT3G46300	970
AT3G46310	375
AT3G46320	518
AT3G46330	2904
AT3G46340	2670
AT3G46345.1	348
AT3G46350	2616
AT3G46360	594
AT3G46370	2382
AT3G46375.1	1359
AT3G46380	354
AT3G46382.1	681
AT3G46384	851
AT3G46385	1087
AT3G46387.1	930
AT3G46390	210
AT3G46400	2652
AT3G46410	876
AT3G46420	2517
AT3G46430	517
AT3G46440	1513
AT3G46450	2085
AT3G46460	880
AT3G46470	600
AT3G46480	861
AT3G46482	315
AT3G46484.1	3903
AT3G46487.1	2708
AT3G46490	993
AT3G46500	1212
AT3G46510	2502
AT3G46520	1453
AT3G46530	2972
AT3G46540	1213
AT3G46550	1419
AT3G46560	538
AT3G46570	1071
AT3G46580	865
AT3G46585	72
AT3G46590	2319
AT3G46600	2042
AT3G46610	2471
AT3G46613	435
AT3G46614	573
AT3G46616	153
AT3G46620	1371
AT3G46630	939
AT3G46640	1725
AT3G46650	1416
AT3G46658	2026
AT3G46660	1824
AT3G46666	296
AT3G46668	621
AT3G46670	1732
AT3G46680	1350
AT3G46690	1633
AT3G46700	1514
AT3G46710	2544
AT3G46720	1419
AT3G46730	2544
AT3G46740	2795
AT3G46750	1547
AT3G46760	1014
AT3G46770	948
AT3G46780	1806
AT3G46790	2230
AT3G46800	2049
AT3G46810	2388
AT3G46820	1583
AT3G46830	1238
AT3G46840	2217
AT3G46850	2211
AT3G46860	258
AT3G46870	1095
AT3G46875	82
AT3G46880	462
AT3G46890	788
AT3G46900	636
AT3G46901	174
AT3G46904	111
AT3G46910	744
AT3G46911	393
AT3G46920	3516
AT3G46930	1844
AT3G46940	759
AT3G46950	1595
AT3G46960	4175
AT3G46970	2981
AT3G46980	2011
AT3G46990	2081
AT3G47000	2019
AT3G47010	1957
AT3G47020	942
AT3G47021	309
AT3G47030	1427
AT3G47040	2095
AT3G47050	1953
AT3G47060	2776
AT3G47070	669
AT3G47080	2026
AT3G47090	3030
AT3G47100	537
AT3G47110	3078
AT3G47120	1305
AT3G47130	1083
AT3G47140	675
AT3G47150	1083
AT3G47160	1265
AT3G47165.1	474
AT3G47170	1407
AT3G47180	748
AT3G47190	1152
AT3G47200	1651
AT3G47210	1852
AT3G47220	2058
AT3G47230.1	834
AT3G47240.1	720
AT3G47250	1855
AT3G47260.1	2463
AT3G47270.1	2016
AT3G47280.1	2650
AT3G47290	1951
AT3G47295	460
AT3G47300	940
AT3G47310.1	2208
AT3G47320.1	429
AT3G47330.1	1995
AT3G47340	2474
AT3G47341	147
AT3G47342	78
AT3G47347	77
AT3G47348	85
AT3G47350	1248
AT3G47360	930
AT3G47370	752
AT3G47380	776
AT3G47390	2319
AT3G47400	2054
